category_id,category_label,row_id,row_slug,row_label,metal_species,evidence_fitness_verdict,public_label,review_state,source_count,notes
hmtc-category-1,Infant and Child Foods,hmtc_c1_r08,non-root-vegetable-purees,Non-Root Vegetable Purees,Al,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r08,non-root-vegetable-purees,Non-Root Vegetable Purees,Sn,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r08,non-root-vegetable-purees,Non-Root Vegetable Purees,Cr-total,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r08,non-root-vegetable-purees,Non-Root Vegetable Purees,Cr-VI,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,Pb,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,Cd,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,iAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,tAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,tHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,MeHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,Ni,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,Al,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,Sn,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,Cr-total,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r09,root-vegetable-purees,Root Vegetable Purees,Cr-VI,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,Pb,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,Cd,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,iAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,tAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,tHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,MeHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,Ni,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,Al,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,Sn,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,Cr-total,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r10,meat-and-poultry-purees,Meat and Poultry Purees,Cr-VI,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",Pb,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",Cd,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",iAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",tAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",tHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",MeHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",Ni,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",Al,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",Sn,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",Cr-total,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r11,mixed-meals-non-rice,"Mixed Meals, Non-Rice",Cr-VI,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r12,mixed-meals-rice-containing,"Mixed Meals, Rice-Containing",Pb,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r12,mixed-meals-rice-containing,"Mixed Meals, Rice-Containing",Cd,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r12,mixed-meals-rice-containing,"Mixed Meals, Rice-Containing",iAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r12,mixed-meals-rice-containing,"Mixed Meals, Rice-Containing",tAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r12,mixed-meals-rice-containing,"Mixed Meals, Rice-Containing",tHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r12,mixed-meals-rice-containing,"Mixed Meals, Rice-Containing",MeHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r12,mixed-meals-rice-containing,"Mixed Meals, Rice-Containing",Ni,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r12,mixed-meals-rice-containing,"Mixed Meals, Rice-Containing",Al,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r12,mixed-meals-rice-containing,"Mixed Meals, Rice-Containing",Sn,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r12,mixed-meals-rice-containing,"Mixed Meals, Rice-Containing",Cr-total,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r12,mixed-meals-rice-containing,"Mixed Meals, Rice-Containing",Cr-VI,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r13,teething-and-snacks-non-rice,"Teething and Snacks, Non-Rice",Pb,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r13,teething-and-snacks-non-rice,"Teething and Snacks, Non-Rice",Cd,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r13,teething-and-snacks-non-rice,"Teething and Snacks, Non-Rice",iAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r13,teething-and-snacks-non-rice,"Teething and Snacks, Non-Rice",tAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r13,teething-and-snacks-non-rice,"Teething and Snacks, Non-Rice",tHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r13,teething-and-snacks-non-rice,"Teething and Snacks, Non-Rice",MeHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r13,teething-and-snacks-non-rice,"Teething and Snacks, Non-Rice",Ni,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r13,teething-and-snacks-non-rice,"Teething and Snacks, Non-Rice",Al,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r13,teething-and-snacks-non-rice,"Teething and Snacks, Non-Rice",Sn,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r13,teething-and-snacks-non-rice,"Teething and Snacks, Non-Rice",Cr-total,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r13,teething-and-snacks-non-rice,"Teething and Snacks, Non-Rice",Cr-VI,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r14,teething-and-snacks-rice-based,"Teething and Snacks, Rice-Based",Pb,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r14,teething-and-snacks-rice-based,"Teething and Snacks, Rice-Based",Cd,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r14,teething-and-snacks-rice-based,"Teething and Snacks, Rice-Based",iAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r14,teething-and-snacks-rice-based,"Teething and Snacks, Rice-Based",tAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r14,teething-and-snacks-rice-based,"Teething and Snacks, Rice-Based",tHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r14,teething-and-snacks-rice-based,"Teething and Snacks, Rice-Based",MeHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r14,teething-and-snacks-rice-based,"Teething and Snacks, Rice-Based",Ni,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r14,teething-and-snacks-rice-based,"Teething and Snacks, Rice-Based",Al,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r14,teething-and-snacks-rice-based,"Teething and Snacks, Rice-Based",Sn,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r14,teething-and-snacks-rice-based,"Teething and Snacks, Rice-Based",Cr-total,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r14,teething-and-snacks-rice-based,"Teething and Snacks, Rice-Based",Cr-VI,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r15,fruit-juice-not-canned,"Fruit Juice, Not Canned",Pb,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r15,fruit-juice-not-canned,"Fruit Juice, Not Canned",Cd,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r15,fruit-juice-not-canned,"Fruit Juice, Not Canned",iAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r15,fruit-juice-not-canned,"Fruit Juice, Not Canned",tAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r15,fruit-juice-not-canned,"Fruit Juice, Not Canned",tHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r15,fruit-juice-not-canned,"Fruit Juice, Not Canned",MeHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r15,fruit-juice-not-canned,"Fruit Juice, Not Canned",Ni,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r15,fruit-juice-not-canned,"Fruit Juice, Not Canned",Al,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r15,fruit-juice-not-canned,"Fruit Juice, Not Canned",Sn,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r15,fruit-juice-not-canned,"Fruit Juice, Not Canned",Cr-total,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r15,fruit-juice-not-canned,"Fruit Juice, Not Canned",Cr-VI,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r16,fish-containing-baby-foods,Fish-Containing Baby Foods,Pb,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r16,fish-containing-baby-foods,Fish-Containing Baby Foods,Cd,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r16,fish-containing-baby-foods,Fish-Containing Baby Foods,iAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r16,fish-containing-baby-foods,Fish-Containing Baby Foods,tAs,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r16,fish-containing-baby-foods,Fish-Containing Baby Foods,tHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r16,fish-containing-baby-foods,Fish-Containing Baby Foods,MeHg,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r16,fish-containing-baby-foods,Fish-Containing Baby Foods,Ni,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r16,fish-containing-baby-foods,Fish-Containing Baby Foods,Al,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r16,fish-containing-baby-foods,Fish-Containing Baby Foods,Sn,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r16,fish-containing-baby-foods,Fish-Containing Baby Foods,Cr-total,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
hmtc-category-1,Infant and Child Foods,hmtc_c1_r16,fish-containing-baby-foods,Fish-Containing Baby Foods,Cr-VI,EF-5,Data gap,needs_source,0,Pilot cell initialized as a data gap until reviewed occurrence evidence is approved.
