product_slug,source_id,source_title,source_page,metal_species,disposition_status,evidence_use,row_fit,reason,quote_trace,notes,guardrails
non-root-vegetable-purees,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,tHg,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative does not provide a routeable non-root vegetable puree detected-item median for the locked product page. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred. Mercury remains total mercury, not methylmercury.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-non-soy-non-rice,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,Pb,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-non-soy-non-rice,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,tHg,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-non-soy-non-rice,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,Ni,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-non-soy-non-rice,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,U,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-rice-based,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,Pb,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-rice-based,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,tHg,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-rice-based,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,Ni,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-rice-based,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,U,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-soy-based,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,Pb,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-soy-based,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,tHg,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-soy-based,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,Ni,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
plant-milks-soy-based,marques2021-trace-elements-milks-plant-based-drinks,Essential and Non-essential Trace Elements in Milks and Plant-Based Drinks,wiki/sources/marques2021-trace-elements-milks-plant-based-drinks.md,U,context_only_table_review_blocked,context_only_not_published,plant_milk_context_table_ocr_not_final_numeric,"Marques 2021 supports finished plant-milk context, but the local marker table is not reliable enough for final product-row numeric extraction without table-image review.","The source reports that Hg, U, and V were not detected in milk and plant-based drink samples, while Pb was detected in three samples including one non-organic oat drink.",No candidate value was emitted from the OCR table for this route. The source page documents the finished-beverage context and the non-organic oat Pb finding. Ni and Pb table cells need source-table review before any threshold use. Hg and U nondetection context is not converted into numeric <LD values because the table units/LD presentation are not clean enough in the local text extraction.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
root-vegetable-purees,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,Cd,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_root_tuber_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative provides some roots and tubers medians, but not for every declared metal in this route. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
root-vegetable-purees,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,tAs,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_root_tuber_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative provides some roots and tubers medians, but not for every declared metal in this route. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred. Arsenic remains total/unspecified arsenic, not inorganic arsenic.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
root-vegetable-purees,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,tHg,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_root_tuber_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative provides some roots and tubers medians, but not for every declared metal in this route. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred. Mercury remains total mercury, not methylmercury.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
root-vegetable-purees,spungen2024-fda-tds-infant-lead-cadmium,Infants' and young children's dietary exposures to lead and cadmium: FDA total diet study 2018-2020,wiki/sources/spungen2024-fda-tds-infant-lead-cadmium.md,Pb,context_only_tds_exposure_model,context_only_not_published,tds_exposure_context_not_primary_occurrence_table,"Spungen 2024 is an FDA dietary-exposure modeling paper that uses TDS concentration data and food-intake mappings; product occurrence values should be sourced from the underlying TDS analytical tables.","The paper maps NHANES/WWEIA foods to TDS foods and estimates lead and cadmium exposure, rather than publishing root-vegetable puree occurrence rows.",Keep this source as exposure and source-apportionment context. Do not duplicate TDS occurrence values from the exposure paper.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
root-vegetable-purees,spungen2024-fda-tds-infant-lead-cadmium,Infants' and young children's dietary exposures to lead and cadmium: FDA total diet study 2018-2020,wiki/sources/spungen2024-fda-tds-infant-lead-cadmium.md,Cd,context_only_tds_exposure_model,context_only_not_published,tds_exposure_context_not_primary_occurrence_table,"Spungen 2024 is an FDA dietary-exposure modeling paper that uses TDS concentration data and food-intake mappings; product occurrence values should be sourced from the underlying TDS analytical tables.","The paper maps NHANES/WWEIA foods to TDS foods and estimates lead and cadmium exposure, rather than publishing root-vegetable puree occurrence rows.",Keep this source as exposure and source-apportionment context. Do not duplicate TDS occurrence values from the exposure paper.,"No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
teething-and-snacks-non-rice,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,Pb,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative does not provide a routeable non-rice teething/snack detected-item median for the locked product page. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
teething-and-snacks-non-rice,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,Cd,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative does not provide a routeable non-rice teething/snack detected-item median for the locked product page. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
teething-and-snacks-non-rice,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,tAs,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative does not provide a routeable non-rice teething/snack detected-item median for the locked product page. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred. Arsenic remains total/unspecified arsenic, not inorganic arsenic.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
teething-and-snacks-non-rice,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,tHg,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative does not provide a routeable non-rice teething/snack detected-item median for the locked product page. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred. Mercury remains total mercury, not methylmercury.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
teething-and-snacks-rice-based,collado-lopez2025-heavy-metals-baby-food-formula,Concentrations of Heavy Metals in Processed Baby Foods and Infant Formulas Worldwide: A Scoping Review,wiki/sources/collado-lopez2025-heavy-metals-baby-food-formula.md,tHg,context_only_no_routeable_review_median,context_only_not_published,broad_scoping_review_rice_product_context_only,"Collado-Lopez 2025 is a secondary scoping review. For this product-metal route, the local packet does not provide a source-stated product-specific concentration row or percentile suitable for HMTc occurrence math.","Collado-Lopez 2025 reports selected detected-item medians/IQRs for broad baby-food groups, not sample-level rows for every locked HMTc product-metal route.","The review narrative provides some rice and rice mixes medians, but not for every declared metal in this route. No candidate row was emitted for this product-metal route. The source remains visible through Collado EF-4 context rows where routeable medians exist and through this disposition where they do not. No p50, p90, or p95 was inferred. Mercury remains total mercury, not methylmercury.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
teething-and-snacks-rice-based,fda2024-toxic-elements-baby-food-compliance-2009-2024,"Analytical Results for Arsenic, Lead, Cadmium, and Mercury in Food Intended for Babies and Young Children - TEP (FY2009-FY2024)",wiki/sources/fda2024-toxic-elements-baby-food-compliance-2009-2024.md,tHg,context_only_no_rice_snack_mercury_subset,context_only_not_published,broad_grain_snack_context_not_rice_specific,"The FDA TEP mercury table contains grain-based snack rows, but the currently loaded rice-based snack route is limited to explicit rice-named snack rows. No routeable rice-named snack mercury subset is isolated.",The source page already keeps broad Grain-Based Snacks mercury as EF-4 context and warns that rice status is not isolated.,"Do not infer rice-based teething/snack mercury from broad puffs, wafers, cookies, or unspecified grain-based snack rows. The broad snack mercury context remains visible in the FDA compliance summary.","No candidate value emitted for this product-metal route. Keep source visible through disposition/context; do not publish or infer p50/p90/p95."
