product_slug,metal_species,source_id,source_label,source_slug,source_page,source_product_label,basis,n,loaded_values_summary,mean_ppb,mean_lb_ppb,mean_ub_ppb,median_ppb,range_low_ppb,range_high_ppb,highest_ppb,censoring_status,censoring_limit_ppb,unit,row_fit,direct_distribution_detail,standards_use_note
infant-formula-powder-non-soy,tAs,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Organic milk,as-sold,,mean 14 ppb,14,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,tHg,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,DA1 cow-milk formula mean,as-sold,,reported <3 ppb,,,,,,,,less_than_lod,3,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,tHg,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,DA2 cow-milk formula mean,as-sold,,reported <3 ppb,,,,,,,,less_than_lod,3,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,tHg,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,DM1 cow-milk formula mean,as-sold,,reported <3 ppb,,,,,,,,less_than_lod,3,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,tHg,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,DM2 cow-milk formula mean,as-sold,,reported <3 ppb,,,,,,,,less_than_lod,3,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,tHg,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,ME1 cow-milk formula mean,as-sold,,reported <11 ppb,,,,,,,,less_than_loq,11,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,tHg,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,ME2 cow-milk formula mean,as-sold,,reported <3 ppb,,,,,,,,less_than_lod,3,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,tHg,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,NC1 cow-milk formula mean,as-sold,,reported <11 ppb,,,,,,,,less_than_loq,11,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,tHg,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,NC2 cow-milk formula mean,as-sold,,reported <3 ppb,,,,,,,,less_than_lod,3,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,tHg,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,NN1 cow-milk formula mean,as-sold,,reported <11 ppb,,,,,,,,less_than_loq,11,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,tHg,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,NN2 cow-milk formula mean,as-sold,,reported <3 ppb,,,,,,,,less_than_lod,3,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,tHg,fda2026-infant-formula-toxic-elements-special-survey,FDA 2026,sources/fda2026-infant-formula-toxic-elements-special-survey,wiki/sources/fda2026-infant-formula-toxic-elements-special-survey.md,"Infant Formula, Powder, Cow Milk-based",prepared-for-feeding,230,highest 0.3 ppb,,,,,,,0.3,,,ppb,direct_category1_row,yes,"Distribution-capable input after row fit, basis, censoring, and clean-row review; not a standalone standard."
infant-formula-powder-non-soy,tHg,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Comfort (from birth),as-sold,,LB/UB mean 0-1 ppb,,0,1,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,tHg,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,First milk & hungrier milk (from birth),as-sold,,LB/UB mean 0-1 ppb,,0,1,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,tHg,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Follow on milk (from 6 months),as-sold,,LB/UB mean 0-1 ppb,,0,1,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,tHg,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Goat based (from birth and growing up),as-sold,,LB/UB mean 0-1 ppb,,0,1,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,tHg,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Growing up milk (12 months +),as-sold,,LB/UB mean 0-1 ppb,,0,1,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,tHg,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Organic milk,as-sold,,LB/UB mean 0-1 ppb,,0,1,,,,,less_than,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Ni,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Comfort (from birth),as-sold,,LB/UB mean 0-40 ppb,,0,40,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Ni,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,First milk & hungrier milk (from birth),as-sold,,LB/UB mean 18-54 ppb,,18,54,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Ni,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Follow on milk (from 6 months),as-sold,,LB/UB mean 0-40 ppb,,0,40,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Ni,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Goat based (from birth and growing up),as-sold,,LB/UB mean 0-45 ppb,,0,45,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Ni,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Growing up milk (12 months +),as-sold,,LB/UB mean 0-40 ppb,,0,40,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Ni,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Organic milk,as-sold,,LB/UB mean 0-40 ppb,,0,40,,,,,less_than,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Al,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,DA1 cow-milk formula mean,as-sold,,mean 746 ppb,746,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Al,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,DA2 cow-milk formula mean,as-sold,,mean 1241 ppb,1241,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Al,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,DM1 cow-milk formula mean,as-sold,,mean 432 ppb,432,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Al,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,DM2 cow-milk formula mean,as-sold,,reported <430 ppb,,,,,,,,less_than_loq,430,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Al,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,ME1 cow-milk formula mean,as-sold,,mean 724 ppb,724,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Al,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,ME2 cow-milk formula mean,as-sold,,mean 673 ppb,673,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Al,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,NC1 cow-milk formula mean,as-sold,,mean 459 ppb,459,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Al,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,NC2 cow-milk formula mean,as-sold,,mean 942 ppb,942,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Al,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,NN1 cow-milk formula mean,as-sold,,mean 504 ppb,504,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Al,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,NN2 cow-milk formula mean,as-sold,,mean 494 ppb,494,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Al,dabeka2011-canada-infant-formula-lead-cadmium-aluminum,Dabeka 2011,sources/dabeka2011-canada-infant-formula-lead-cadmium-aluminum,wiki/sources/dabeka2011-canada-infant-formula-lead-cadmium-aluminum.md,"Infant formula powder, milk-based, as consumed",prepared-for-feeding,57,mean 177; median 44; highest 1004 ppb,177,,,44,,,1004,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Al,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Comfort (from birth),as-sold,,mean 767 ppb,767,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Al,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,First milk & hungrier milk (from birth),as-sold,,LB/UB mean 388-488 ppb,,388,488,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Al,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Follow on milk (from 6 months),as-sold,,LB/UB mean 400-450 ppb,,400,450,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Al,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Goat based (from birth and growing up),as-sold,,mean 950 ppb,950,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Al,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Growing up milk (12 months +),as-sold,,mean 650 ppb,650,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Al,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Organic milk,as-sold,,mean 1000 ppb,1000,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Al,kazi2009-toxic-elements-in-infant-formulae,Kazi 2009,sources/kazi2009-toxic-elements-in-infant-formulae,wiki/sources/kazi2009-toxic-elements-in-infant-formulae.md,"Milk-based infant formula powder, pasted Table 3",as-sold,13,mean 1018.5; range 640-1520; highest 1520 ppb,1018.5,,,,640,1520,1520,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Sn,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,DA1 cow-milk formula mean,as-sold,,mean 40 ppb,40,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Sn,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,DA2 cow-milk formula mean,as-sold,,mean 35 ppb,35,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Sn,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,DM1 cow-milk formula mean,as-sold,,mean 68 ppb,68,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Sn,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,DM2 cow-milk formula mean,as-sold,,mean 33 ppb,33,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Sn,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,ME1 cow-milk formula mean,as-sold,,mean 7 ppb,7,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Sn,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,ME2 cow-milk formula mean,as-sold,,mean 10 ppb,10,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Sn,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,NC1 cow-milk formula mean,as-sold,,mean 81 ppb,81,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Sn,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,NC2 cow-milk formula mean,as-sold,,mean 95 ppb,95,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Sn,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,NN1 cow-milk formula mean,as-sold,,mean 54 ppb,54,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Sn,almeida2022-brazil-infant-formula-toxic-metals,Almeida 2022,sources/almeida2022-brazil-infant-formula-toxic-metals,wiki/sources/almeida2022-brazil-infant-formula-toxic-metals.md,NN2 cow-milk formula mean,as-sold,,mean 75 ppb,75,,,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Sn,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Comfort (from birth),as-sold,,LB/UB mean 0-24 ppb,,0,24,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Sn,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,First milk & hungrier milk (from birth),as-sold,,LB/UB mean 0-23 ppb,,0,23,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Sn,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Follow on milk (from 6 months),as-sold,,LB/UB mean 0-22 ppb,,0,22,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Sn,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Goat based (from birth and growing up),as-sold,,LB/UB mean 0-35 ppb,,0,35,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Sn,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Growing up milk (12 months +),as-sold,,LB/UB mean 0-22 ppb,,0,22,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Sn,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Organic milk,as-sold,,mean 40 ppb,40,,,,,,,approximate,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Cr-total,chung2021-china-infant-formula-toxic-elements,Chung 2021,sources/chung2021-china-infant-formula-toxic-elements,wiki/sources/chung2021-china-infant-formula-toxic-elements.md,"Total cow milk-based infant formulas, stages 1-4",as-sold,93,mean 27.38; highest 83.8 ppb,27.38,,,,,,83.80,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Cr-total,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Comfort (from birth),as-sold,,LB/UB mean 37-73 ppb,,37,73,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Cr-total,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,First milk & hungrier milk (from birth),as-sold,,LB/UB mean 15-35 ppb,,15,35,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Cr-total,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Follow on milk (from 6 months),as-sold,,LB/UB mean 0-25 ppb,,0,25,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Cr-total,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Goat based (from birth and growing up),as-sold,,LB/UB mean 40-45 ppb,,40,45,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Cr-total,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Growing up milk (12 months +),as-sold,,LB/UB mean 0-40 ppb,,0,40,,,,,,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
infant-formula-powder-non-soy,Cr-total,fsa2016-infant-food-formula-metals-survey,Fsa 2016,sources/fsa2016-infant-food-formula-metals-survey,wiki/sources/fsa2016-infant-food-formula-metals-survey.md,Organic milk,as-sold,,mean 30 ppb,30,,,,,,,approximate,,ppb,literature_summary_row,no,Summary/range input for evidence context; not enough for aggregate distribution math alone.
